External ID,Launch Season,Display Name,Base Color,Marketing Color,Product Type,UPC Code,Style Name,MSRP,WHLS,Style Number
SPCA120P36AXX,Pre 2021,Shootin' Hand Sticker,White,White,Accessory,840380331208,Shootin' Hand Sticker,4,2.0,SPCA120P36
SPCA120P38AXX,Pre 2021,Leroy Brown Sticker,White,White,Accessory,840380309924,Leroy Brown Sticker,4,2.0,SPCA120P38
SPCA120P65AXX,Pre 2021,Vaquero Muerto Sticker,White,White,Accessory,840380343973,Vaquero Muerto Sticker,4,2.0,SPCA120P65
SPCA121F17AXX,Fall 2021,Shootin' Hand Sticker - Salud Edition,Blue,Blue,Accessory,840380331239,Shootin' Hand Sticker -  Salud Edition,4,2.0,SPCA121F17
SPCA121F18AXX,Fall 2021,All Hat No Cattle Sticker,White,White,Accessory,840380331277,All Hat No Cattle Sticker,4,2.0,SPCA121F18
SPCA121F21AXX,Fall 2021,The Hank Sticker,Red,Red,Accessory,840380331499,The Hank Sticker,4,2.0,SPCA121F21
SPCA122F20AXX,Fall 2022,Well Bye Sticker,Brown,Brown,Accessory,840380330966,Well Bye Sticker,4,2.0,SPCA122F20
SPCA122S20AXX,Spring 2022,Tranquilo Sticker,Black,Black,Accessory,840380370597,Tranquilo Sticker,4,2.0,SPCA122S20
SPCA123F12AXX,Fall 2023,Fast Horse Sticker,Beige,Beige,Accessory,840380300013,Fast Horse Sticker,4,2.0,SPCA123F12
SPCA123F13AXX,Fall 2023,Ride or Die Sticker,Blue,Blue,Accessory,840380300020,Ride or Die Sticker,4,2.0,SPCA123F13
SPCA123F19AXX,Fall 2023,We Come In Peace Sticker,Navy,Navy,Accessory,840380300082,We Come In Peace Sticker,4,2.0,SPCA123F19
SPCA123F20AXX,Fall 2023,Charros & Aliens Sticker,Navy,Navy,Accessory,840380300099,Charros & Aliens Sticker,4,2.0,SPCA123F20
SPCA123F23AXX,Fall 2023,Boot Scootin' Sticker,Beige,Beige,Accessory,840380300129,Boot Scootin' Sticker,4,2.0,SPCA123F23
SPCA123S12AXX,Spring 2023,Cowboys Don't Cry Sticker,White,White,Accessory,840380331215,Cowboys Don't Cry Sticker,4,2.0,SPCA123S12
SPCA123S17AXX,Spring 2023,Wild Wild Horses Sticker,Red,Red,Accessory,840380363674,Wild Wild Horses Sticker,4,2.0,SPCA123S17
SPCA123S20AXX,Spring 2023,So Bueno Sticker,Blue,Blue,Accessory,840380343966,So Bueno Sticker,4,2.0,SPCA123S20
SPCA123S21AXX,Spring 2023,Velociwrangler Sticker,Gray,Gray,Accessory,840380316052,Velociwrangler Sticker,4,2.0,SPCA123S21
SPCA123S22AXX,Spring 2023,Cosmic Cowboy Sticker,Various,Various,Accessory,840380331307,Cosmic Cowboy Sticker,4,2.0,SPCA123S22
SPCA123S22BXX,Fall 2023,Cosmic Cowboy - Holographic Sticker,White,White,Accessory,840380300143,Cosmic Cowboy Sticker - Holographic Edition,4,2.0,SPCA123S22
SPCA124F12AXX,Fall 2024,Stick Horse Sticker,,White,Accessory,840380323159,Stick Horse Sticker,4,2.0,SPCA124F12
SPCA124F13AXX,Fall 2024,Die to Ride Sticker,,Tan,Accessory,840380323166,Die to Ride Sticker,4,2.0,SPCA124F13
SPCA124F17AXX,Fall 2024,Official Western Sticker,,White,Accessory,840380323203,Official Western Sticker,4,2.0,SPCA124F17
SPCA124F22AXX,Fall 2024,Viejones Sticker,,Tan,Accessory,840380323258,Viejones Sticker,4,2.0,SPCA124F22
SPCA124S12AXX,Spring 2024,Reach For The Sky Sticker,,Green,Accessory,840380331147,Reach For The Sky Sticker,4,2.0,SPCA124S12
SPCA124S15AXX,Spring 2024,No Luck Sticker,,White,Accessory,840380331130,No Luck Sticker,4,2.0,SPCA124S15
SPCA124S17AXX,Spring 2024,Yardbird Sticker,,White,Accessory,840380331185,Yardbird Sticker,4,2.0,SPCA124S17
SPCA124S18AXX,Spring 2024,Never Was a Horse Sticker,,White,Accessory,840380331123,Never Was a Horse Sticker,4,2.0,SPCA124S18
SPCA125F11AXX,Fall 2025,Cowboy Kickflip Sticker - White,White,White,Accessory,840380349999,Cowboy Kickflip Sticker,4,2.0,SPCA125F11
SPCA125F13AXX,Fall 2025,So Far West Sticker - Cream,Cream,Cream,Accessory,840380350018,So Far West Sticker,4,2.0,SPCA125F13
SPCA125F14AXX,Fall 2025,Mechanical Cowboy Sticker - Blue,Blue,Blue,Accessory,840380350025,Mechanical Cowboy Sticker,4,2.0,SPCA125F14
SPCA125F15AXX,Fall 2025,Blaster Sticker - Cream,Cream,Cream,Accessory,840380350032,Blaster Sticker,4,2.0,SPCA125F15
SPCA125F16AXX,Fall 2025,Danger Cowboy Sticker - Cream,Cream,Cream,Accessory,840380350049,Danger Cowboy Sticker,4,2.0,SPCA125F16
SPCA125F18AXX,Fall 2025,Lucha Libre Sticker - White,White,White,Accessory,840380350063,Lucha Libre Sticker,4,2.0,SPCA125F18
SPCA125F19AXX,Fall 2025,Sendero Retro Logo Sticker - Purple,Purple,Purple,Accessory,840380350070,Sendero Retro Logo Sticker,4,2.0,SPCA125F19
SPCA125F20AXX,Fall 2025,Eightball Sticker - Blue,Blue,Blue,Accessory,840380350087,Eightball Sticker,4,2.0,SPCA125F20
SPCA125F24AXX,Fall 2025,Koi Bronc Fish Sticker - White,White,White,Accessory,840380350124,Koi Bronc Fish Sticker,4,2.0,SPCA125F24
SPCA125F26AXX,Fall 2025,Rowdy Sticker - Cream,Cream,Cream,Accessory,840380350186,Rowdy Sticker,4,2.0,SPCA125F26
SPCA125F29AXX,Fall 2025,Retro Logo Sticker - Black,Black,Black,Accessory,840380350216,Retro Logo Sticker,4,2.0,SPCA125F29
SPCA125F30AXX,Fall 2025,Retro Logo Sticker - Cream,Cream,Cream,Accessory,840380350223,Retro Logo Sticker,4,2.0,SPCA125F30
SPCA125F31AXX,Fall 2025,Broadway Bones Sticker - Black,Black,Black,Accessory,840380350230,Broadway Bones Sticker,4,2.0,SPCA125F31
SPCA125H11AXX,Holiday 2025,Burro Lady Sticker,White,Cream,Accessory,840380370542,Burro Lady Sticker,4,2.0,SPCA125H11
SPCA125S11AXX,Spring 2025,Bear  Sticker,Brown,Brown,Accessory,840380334001,Bear  Sticker,4,2.0,SPCA125S11
SPCA125S14AXX,Spring 2025,Buffalo  Sticker,Beige,Beige,Accessory,840380334032,Buffalo  Sticker,4,2.0,SPCA125S14
SPCA125S15AXX,Spring 2025,Del Norte  Sticker,White,White,Accessory,840380334049,Del Norte  Sticker,4,2.0,SPCA125S15
SPCA125S17AXX,Spring 2025,Easy Does It  Sticker,Blue,Blue,Accessory,840380334063,Easy Does It  Sticker,4,2.0,SPCA125S17
SPCA125S22AXX,Spring 2025,Lowlife Sticker,White,White,Accessory,840380334117,Lowlife Sticker,4,2.0,SPCA125S22
SPCA125S23AXX,Spring 2025,Mestizo Sticker,White,White,Accessory,840380334124,Mestizo Sticker,4,2.0,SPCA125S23
SPCA125S24AXX,Spring 2025,Opossum Sticker,Blue,Blue,Accessory,840380334131,Opossum Sticker,4,2.0,SPCA125S24
SPCA125S25AXX,Spring 2025,Prairie Dog Sticker,White,White,Accessory,840380334148,Prairie Dog Sticker,4,2.0,SPCA125S25
SPCA125S26AXX,Spring 2025,Rattlesnake Sticker,Black,Black,Accessory,840380334155,Rattlesnake Sticker,4,2.0,SPCA125S26
SPCA125S27AXX,Spring 2025,Retro Logo Sticker,White,White,Accessory,840380334162,Retro Logo Sticker,4,2.0,SPCA125S27
SPCA125S31AXX,Spring 2025,West Texas Municipal Golf Course Sticker,White,White,Accessory,840380334209,West Texas Municipal Golf Course Sticker,4,2.0,SPCA125S31
SPCA126S11AXX,Spring 2026,Sendero Automotive Sticker,,,Accessory,840380373840,Sendero Automotive Sticker,5,2.5,SPCA126S11
SPCA126S12AXX,Spring 2026,Real Western Sticker,,,Accessory,840380373857,Real Western Sticker,5,2.5,SPCA126S12
SPCA126S13AXX,Spring 2026,Cowpoke Sticker,,,Accessory,840380373864,Cowpoke Sticker,5,2.5,SPCA126S13
SPCA126S14AXX,Spring 2026,Howdy Stranger Sticker,,,Accessory,840380373871,Howdy Stranger Sticker,5,2.5,SPCA126S14
SPCA126S15AXX,Spring 2026,Armadillo Sticker,,,Accessory,840380373888,Armadillo Sticker,5,2.5,SPCA126S15
SPCA126S16AXX,Spring 2026,Snake Luck Sticker,,,Accessory,840380373895,Snake Luck Sticker,5,2.5,SPCA126S16
SPCA126S17AXX,Spring 2026,Dueling Cicadas Sticker,,,Accessory,840380373901,Dueling Cicadas Sticker,5,2.5,SPCA126S17
SPCA220P22AZZ,Pre 2021,American Working Ranch Bandana,Red,Red,Accessory,840380344079,American Working Ranch Bandana,15,7.5,SPCA220P22
SPCA220P23AZZ,Pre 2021,Dead Or Alive Bandana,Blue,Blue,Accessory,840380331505,Dead Or Alive Bandana,15,7.5,SPCA220P23
SPCA221F11AXX,Fall 2021,Cowboy Campfire Bandana,Blue,Blue,Accessory,840380309337,Cowboy Campfire Bandana,15,7.5,SPCA221F11
SPCA222F12AXX,Fall 2022,Desert Flush Bandana,Brown,Brown,Accessory,840380331536,Desert Flush Bandana,15,7.5,SPCA222F12
SPCA223F13AXX,Fall 2023,Fast Horse Bandana - Yellow,Yellow,Yellow,Accessory,840380300174,Fast Horse Bandana,15,7.5,SPCA223F13
SPCA223S14AXX,Spring 2023,Cosmic Cowboy Bandana - Brown,Brown,Brown,Accessory,840380309313,Cosmic Cowboy Bandana,15,7.5,SPCA223S14
SPCA224S14AXX,Spring 2024,Never Was a Horse Bandana,,Red,Accessory,840380333905,Never Was a Horse Bandana,15,7.5,SPCA224S14
SPCA226S11AXX,Spring 2026,Drawin' Cowboy Bandana - Red,Red,Red,Accessory,840380380589,Drawin' Cowboy Bandana,17,8.5,SPCA226S11
SPCA226S12AXX,Spring 2026,La Cucaracha Bandana - Brown,Brown,Brown,Accessory,840380380596,La Cucaracha Bandana,17,8.5,SPCA226S12
SPCA226S13AXX,Spring 2026,Triple Threat Bandana - Green,Green,Green,Accessory,840380380602,Triple Threat Bandana,17,8.5,SPCA226S13
SPCB326S11A1X,Spring 2026,Clementine Tie Top - Texas Rose - Red - X-Small,Red,Texas Rose - Red,Apparel,840380379804,Clementine Tie Top,69,34.5,SPCB326S11
SPCB326S11A2X,Spring 2026,Clementine Tie Top - Texas Rose - Red - Small,Red,Texas Rose - Red,Apparel,840380379811,Clementine Tie Top,69,34.5,SPCB326S11
SPCB326S11A3X,Spring 2026,Clementine Tie Top - Texas Rose - Red - Medium,Red,Texas Rose - Red,Apparel,840380379828,Clementine Tie Top,69,34.5,SPCB326S11
SPCB326S11A4X,Spring 2026,Clementine Tie Top - Texas Rose - Red - Large,Red,Texas Rose - Red,Apparel,840380379835,Clementine Tie Top,69,34.5,SPCB326S11
SPCB326S11A5X,Spring 2026,Clementine Tie Top - Texas Rose - Red - X-Large,Red,Texas Rose - Red,Apparel,840380379842,Clementine Tie Top,69,34.5,SPCB326S11
SPCB326S11A6X,Spring 2026,Clementine Tie Top - Texas Rose - Red - XX-Large,Red,Texas Rose - Red,Apparel,840380379859,Clementine Tie Top,69,34.5,SPCB326S11
SPCG125F11B1X,Spring 2026,The Eleanor Relaxed Western Blazer - Oakroom - X-Small,Brown,Oakroom,Apparel,840380380336,The Eleanor Relaxed Western Blazer,149,74.5,SPCG125F11
SPCG125F11B2X,Spring 2026,The Eleanor Relaxed Western Blazer - Oakroom - Small,Brown,Oakroom,Apparel,840380380343,The Eleanor Relaxed Western Blazer,149,74.5,SPCG125F11
SPCG125F11B3X,Spring 2026,The Eleanor Relaxed Western Blazer - Oakroom - Medium,Brown,Oakroom,Apparel,840380380350,The Eleanor Relaxed Western Blazer,149,74.5,SPCG125F11
SPCG125F11B4X,Spring 2026,The Eleanor Relaxed Western Blazer - Oakroom - Large,Brown,Oakroom,Apparel,840380380367,The Eleanor Relaxed Western Blazer,149,74.5,SPCG125F11
SPCG125F11B5X,Spring 2026,The Eleanor Relaxed Western Blazer - Oakroom - X-Large,Brown,Oakroom,Apparel,840380380374,The Eleanor Relaxed Western Blazer,149,74.5,SPCG125F11
SPCG125F11B6X,Spring 2026,The Eleanor Relaxed Western Blazer - Oakroom - XX-Large,Brown,Oakroom,Apparel,840380380381,The Eleanor Relaxed Western Blazer,149,74.5,SPCG125F11
SPCG126S11A1X,Spring 2026,The Madison Utility Suit - Will Tree Camo - X-Small,Green,Will Tree Camo,Apparel,840380379149,The Madison Utility Suit,139,69.5,SPCG126S11
SPCG126S11A2X,Spring 2026,The Madison Utility Suit - Will Tree Camo - Small,Green,Will Tree Camo,Apparel,840380379156,The Madison Utility Suit,139,69.5,SPCG126S11
SPCG126S11A3X,Spring 2026,The Madison Utility Suit - Will Tree Camo - Medium,Green,Will Tree Camo,Apparel,840380379163,The Madison Utility Suit,139,69.5,SPCG126S11
SPCG126S11A4X,Spring 2026,The Madison Utility Suit - Will Tree Camo - Large,Green,Will Tree Camo,Apparel,840380379170,The Madison Utility Suit,139,69.5,SPCG126S11
SPCG126S11A5X,Spring 2026,The Madison Utility Suit - Will Tree Camo - X-Large,Green,Will Tree Camo,Apparel,840380379187,The Madison Utility Suit,139,69.5,SPCG126S11
SPCG126S11A6X,Spring 2026,The Madison Utility Suit - Will Tree Camo - XX-Large,Green,Will Tree Camo,Apparel,840380379194,The Madison Utility Suit,139,69.5,SPCG126S11
SPCG126S12A1X,Spring 2026,The June Overall - Old Worn Indigo - X-Small,Blue,Old Worn Indigo,Apparel,840380379385,The June Overall,159,79.5,SPCG126S12
SPCG126S12A2X,Spring 2026,The June Overall - Old Worn Indigo - Small,Blue,Old Worn Indigo,Apparel,840380379392,The June Overall,159,79.5,SPCG126S12
SPCG126S12A3X,Spring 2026,The June Overall - Old Worn Indigo - Medium,Blue,Old Worn Indigo,Apparel,840380379408,The June Overall,159,79.5,SPCG126S12
SPCG126S12A4X,Spring 2026,The June Overall - Old Worn Indigo - Large,Blue,Old Worn Indigo,Apparel,840380379415,The June Overall,159,79.5,SPCG126S12
SPCG126S12A5X,Spring 2026,The June Overall - Old Worn Indigo - X-Large,Blue,Old Worn Indigo,Apparel,840380379422,The June Overall,159,79.5,SPCG126S12
SPCG126S12A6X,Spring 2026,The June Overall - Old Worn Indigo - XX-Large,Blue,Old Worn Indigo,Apparel,840380379439,The June Overall,159,79.5,SPCG126S12
SPCH120P30AZZ,Pre 2021,Western Show Hat,White,White,Headwear,840380308293,Western Show Hat,32,16.0,SPCH120P30
SPCH120P30DZZ,Spring 2026,Western Show Hat - Tan,Tan,Tan,Headwear,840380371402,Western Show Hat,32,16.0,SPCH120P30
SPCH120P44AZZ,Pre 2021,La Javelina Hat,Gray,Gray,Headwear,840380308446,La Javelina Hat,32,16.0,SPCH120P44
SPCH120P44BZZ,Holiday 2025,La Javelina Hat - Black,Black,Black,Headwear,840380365692,La Javelina Hat,32,16.0,SPCH120P44
SPCH120P45AZZ,Pre 2021,Shootin' Hand Hat,White,White,Headwear,840380308378,Shootin' Hand Hat,32,16.0,SPCH120P45
SPCH120P45BZZ,Fall 2025,Shootin' Hand Hat - Black,Black,Black,Headwear,840380344826,Shootin' Hand Hat,32,16.0,SPCH120P45
SPCH120P51AZZ,Pre 2021,Jackalope Hat,White,White,Headwear,840380308224,Jackalope Hat,32,16.0,SPCH120P51
SPCH120P52AZZ,Pre 2021,Leroy Brown Hat,White,White,Headwear,840380308262,Leroy Brown Hat,32,16.0,SPCH120P52
SPCH120P52CZZ,Holiday 2025,Leroy Brown Hat - Khaki/Navy,Beige,Khaki/Navy,Headwear,840380365708,Leroy Brown Hat,32,16.0,SPCH120P52
SPCH120P53AZZ,Pre 2021,Diamondback Hat,Brown,Brown,Headwear,840380308279,Diamondback Hat,32,16.0,SPCH120P53
SPCH121F16CZZ,Spring 2026,Cowboy Hat - Cream/Green,White,Cream/Green,Headwear,840380378074,Cowboy Hat,32,16.0,SPCH121F16
SPCH121F16DZZ,Spring 2026,Cowboy Hat - Cream/Maroon,Cream,Cream/Maroon,Headwear,840380378081,Cowboy Hat,32,16.0,SPCH121F16
SPCH121F16HZZ,Fall 2023,Cowboy Hat - Black/Gold,Black,Black/Gold,Headwear,840380300846,Cowboy Hat,32,16.0,SPCH121F16
SPCH121F16QZZ,Spring 2024,Cowboy Hat - White/Red/Blue,White/Red/Blue,White/Red/Blue,Headwear,840380313648,Cowboy Hat,32,16.0,SPCH121F16
SPCH121F22A00,Fall 2021,All Hat No Cattle Hat - White,White,White,Headwear,840380308286,All Hat No Cattle Hat,32,16.0,SPCH121F22
SPCH121F22DZZ,Spring 2026,All Hat No Cattle Hat - White/Red,White,White/Red,Headwear,840380377985,All Hat No Cattle Hat,32,16.0,SPCH121F22
SPCH121F23A00,Fall 2021,El Capitan Hat,Green,Green,Headwear,840380313457,El Capitan Hat,32,16.0,SPCH121F23
SPCH121S16D00,Spring 2022,Cowboy Hat - Cream,White,Cream,Headwear,840380309917,Cowboy Hat,32,16.0,SPCH121F16
SPCH122F25A00,Fall 2022,Dead Man's Hand Hat,Black,Black,Headwear,840380309849,Dead Man's Hand Hat,32,16.0,SPCH122F25
SPCH123F16AZZ,Fall 2023,Hand Tied Flies Hat - Gray,Gray,Gray,Headwear,840380300945,Hand Tied Flies Hat,32,16.0,SPCH123F16
SPCH123F16BZZ,Spring 2026,Hand Tied Flies Hat - Denim,Blue,Denim,Headwear,840380378203,Hand Tied Flies Hat,35,17.5,SPCH123F16
SPCH123F21AZZ,Fall 2023,Snake Farm Hat - Green,Green,Green,Headwear,840380300990,Snake Farm Hat,32,16.0,SPCH123F21
SPCH123F21BZZ,Holiday 2025,Snake Farm Hat - Navy,Blue,Navy,Headwear,840380365838,Snake Farm Hat,32,16.0,SPCH123F21
SPCH123F28AZZ,Fall 2023,Yippee Ki Yay Hat - White,White,White,Headwear,840380301065,Yippee Ki Yay Hat,32,16.0,SPCH123F28
SPCH123F28EZZ,Spring 2026,Yippee Ki Yay Hat - Black,Black,Black,Headwear,840380378456,Yippee Ki Yay Hat,32,16.0,SPCH123F28
SPCH123F30AZZ,Fall 2023,Logo Hat - Field Camo,Camo,Field Camo,Headwear,840380301089,Logo Hat,32,16.0,SPCH123F30
SPCH123F30EZZ,Fall 2023,Logo Hat - Black/Gold,Black,Black/Gold,Headwear,840380301126,Logo Hat,32,16.0,SPCH123F30
SPCH123F30PZZ,Spring 2024,Logo Hat - Red/White/Blue,Red/White/Blue,Red/White/Blue,Headwear,840380313686,Logo Hat,32,16.0,SPCH123F30
SPCH123F30QZZ,Spring 2025,Logo Hat - Tan,Tan,Tan,Headwear,840380334346,Logo Hat,32,16.0,SPCH123F30
SPCH123F30VZZ,Spring 2025,Logo Hat - Cream/Maroon,Cream/Maroon,Cream/Maroon,Headwear,840380334391,Logo Hat,32,16.0,SPCH123F30
SPCH123F30WZZ,Spring 2025,Logo Hat - Cream/Green,Cream/Green,Cream/Green,Headwear,840380334407,Logo Hat,32,16.0,SPCH123F30
SPCH123F30XZZ,Spring 2025,Logo Hat - Navy Canvas,Navy,Navy Canvas,Headwear,840380334414,Logo Hat,32,16.0,SPCH123F30
SPCH123F31GZZ,Holiday 2025,Logo Hat - Real Tree - Edge Camo,Green,Real Tree - Edge Camo,Headwear,840380365715,Logo Hat,32,16.0,SPCH123F30
SPCH123F31JZZ,Spring 2026,Logo Hat - Orange Camo,Orange,Orange Camo,Headwear,840380378227,Logo Hat,35,17.5,SPCH123F31
SPCH123F31KZZ,Spring 2026,Logo Hat - Black,Black,Black,Headwear,840380373918,Logo Hat,32,16.0,SPCH123F31
SPCH123S16A00,Spring 2023,Wild Wild Horses Hat - Cream,Cream,Cream,Headwear,840380309290,Wild Wild Horses Hat,32,16.0,SPCH123S16
SPCH123S16BZZ,Fall 2025,Wild Wild Horses Hat - Cream/Brown,Cream,Cream/Brown,Headwear,840380344918,Wild Wild Horses Hat,32,16.0,SPCH123S16
SPCH123S19CZZ,Spring 2026,So Bueno Hat - Cream,White,Cream,Headwear,840380378357,So Bueno Hat,32,16.0,SPCH123S19
SPCH123S19DZZ,Spring 2026,So Bueno Hat - Washed Denim,Blue,Washed Denim,Headwear,840380378364,So Bueno Hat,35,17.5,SPCH123S19
SPCH123S19EZZ,Spring 2026,So Bueno Hat - Navy Taslon,Blue,Navy Taslon,Headwear,840380378371,So Bueno Hat,32,16.0,SPCH123S19
SPCH123S20A00,Spring 2023,Cosmic Cowboy Hat - Gray,Gray,Gray,Headwear,840380308309,Cosmic Cowboy Hat,32,16.0,SPCH123S20
SPCH123S20BZZ,Spring 2026,Cosmic Cowboy Hat - White,White,White,Headwear,840380378067,Cosmic Cowboy Hat,32,16.0,SPCH123S20
SPCH124F15AZZ,Fall 2024,Not Catching Hat,,White/Blue,Headwear,840380321292,Not Catching Hat,32,16.0,SPCH124F15
SPCH124F19AZZ,Fall 2024,Official Western Hat,,White/Brown,Headwear,840380321339,Official Western Hat,32,16.0,SPCH124F19
SPCH124F24AZZ,Fall 2024,S Bar PC Hat,,White/Navy,Headwear,840380321414,S Bar PC Hat,32,16.0,SPCH124F24
SPCH124F28AZZ,Fall 2024,Stick Horse Hat,,Cream,Headwear,840380323296,Stick Horse Hat,32,16.0,SPCH124F28
SPCH124F28BZZ,Spring 2026,Stick Horse Hat - Blue,Blue,Blue,Headwear,840380378388,Stick Horse Hat,32,16.0,SPCH124F28
SPCH124S15BZZ,Fall 2025,No Luck Hat - Black,Black,Black,Headwear,840380344628,No Luck Hat,32,16.0,SPCH124S15
SPCH124S15DZZ,Fall 2025,No Luck Hat - Light Yellow,Yellow,Light Yellow,Headwear,840380344642,No Luck Hat,32,16.0,SPCH124S15
SPCH124S17AZZ,Spring 2024,Yardbird Hat,White,White,Headwear,840380313716,Yardbird Hat,32,16.0,SPCH124S17
SPCH124S17CZZ,Spring 2026,Yardbird Hat - Cream,Cream,Cream,Headwear,840380378432,Yardbird Hat,32,16.0,SPCH124S17
SPCH124S17DZZ,Spring 2026,Yardbird Hat - Black,Black,Black,Headwear,840380378449,Yardbird Hat,32,16.0,SPCH124S17
SPCH125F22AZZ,Fall 2025,Darlin' Hat - White,White,White,Headwear,840380344680,Darlin' Hat,32,16.0,SPCH125F22
SPCH125F22BZZ,Spring 2026,Darlin' Hat - Cream/Maroon,White,Cream/Maroon,Headwear,840380378036,Darlin' Hat,32,16.0,SPCH125F22
SPCH125H11BZZ,Holiday 2025,Burro Lady Hat - Brown,Brown,Brown,Headwear,840380365630,Burro Lady Hat,32,16.0,SPCH125H11
SPCH125H12AZZ,Holiday 2025,High Plains Hat - Black,Black,Black,Headwear,840380365678,High Plains Hat,32,16.0,SPCH125H12
SPCH125H14AZZ,Holiday 2025,Solitario Hat - Olive,Green,Olive,Headwear,840380365845,Solitario Hat,32,16.0,SPCH125H14
SPCH125H14BZZ,Holiday 2025,Solitario Hat - Black,Black,Black,Headwear,840380365852,Solitario Hat,32,16.0,SPCH125H14
SPCH125S17AZZ,Spring 2025,Cowboy Pro Shop Hat - Black,Black,Black,Headwear,840380334490,Cowboy Pro Shop Hat,32,16.0,SPCH125S17
SPCH125S17BZZ,Spring 2025,Cowboy Pro Shop Hat - Real Tree - Edge Camo,Camo,Real Tree - Edge Camo,Headwear,840380334506,Cowboy Pro Shop Hat,32,16.0,SPCH125S17
SPCH125S17FZZ,Spring 2026,Cowboy Pro Shop Hat - Blue,Blue,Blue,Headwear,840380378098,Cowboy Pro Shop Hat,32,16.0,SPCH125S17
SPCH125S17GZZ,Spring 2026,Cowboy Pro Shop Hat - Orange,Orange,Orange,Headwear,840380378418,Cowboy Pro Shop Hat,32,16.0,SPCH125S17
SPCH125S25CZZ,Spring 2026,Sendero Supply Hat - Mossy Oak Break-Up,Green,Mossy Oak Break-Up,Headwear,840380378340,Sendero Supply Hat,35,17.5,SPCH125S25
SPCH125S28AZZ,Spring 2025,West Texas Municipal Hat,Cream,Cream,Headwear,840380334681,West Texas Municipal Hat,32,16.0,SPCH125S28
SPCH125S29AZZ,Spring 2025,Bear Hat,Orange,Gold,Headwear,840380334698,Bear Hat,32,16.0,SPCH125S29
SPCH125S30AZZ,Spring 2025,Coyote Hat,Brown,Brown,Headwear,840380334704,Coyote Hat,32,16.0,SPCH125S30
SPCH125S31BZZ,Spring 2026,Eagle Hat - Black,Black,Black,Headwear,840380380640,Eagle Hat,32,16.0,SPCH125S31
SPCH125S32AZZ,Spring 2025,Elk Hat,Green,Green,Headwear,840380334728,Elk Hat,32,16.0,SPCH125S32
SPCH125S33AZZ,Spring 2025,Firefly Hat,Black,Black,Headwear,840380334735,Firefly Hat,32,16.0,SPCH125S33
SPCH125S33BZZ,Spring 2026,Firefly Hat - Cream,Cream,Cream,Headwear,840380380633,Firefly Hat,32,16.0,SPCH125S33
SPCH125S34AZZ,Spring 2025,Opossum Hat,White,White,Headwear,840380334742,Opossum Hat,32,16.0,SPCH125S34
SPCH125S34BZZ,Spring 2026,Opossum Hat - Black,Black,Black,Headwear,840380380619,Opossum Hat,32,16.0,SPCH125S34
SPCH125S34CZZ,Spring 2026,Opossum Hat - Real Tree Edge,Green,Real Tree Edge,Headwear,840380380657,Opossum Hat,35,17.5,SPCH125S34
SPCH125S36AZZ,Spring 2025,Rattlesnake Hat,Black,Black,Headwear,840380334766,Rattlesnake Hat,32,16.0,SPCH125S36
SPCH125S36BZZ,Spring 2026,Rattlesnake Hat - Cream,Cream,Cream,Headwear,840380380626,Rattlesnake Hat,32,16.0,SPCH125S36
SPCH126S11AZZ,Spring 2026,Armadillo Hat - Cream/Green,White,Cream/Green,Headwear,840380377992,Armadillo Hat,32,16.0,SPCH126S11
SPCH126S11BZZ,Spring 2026,Armadillo Hat - Cream/Mustard,White,Cream/Mustard,Headwear,840380378005,Armadillo Hat,32,16.0,SPCH126S11
SPCH126S12AZZ,Spring 2026,Senderohead Hat - Black,Black,Black,Headwear,840380378012,Senderohead Hat,35,17.5,SPCH126S12
SPCH126S12BZZ,Spring 2026,Senderohead Hat - Green,Green,Green,Headwear,840380378029,Senderohead Hat,35,17.5,SPCH126S12
SPCH126S14AZZ,Spring 2026,High Stepper Hat - Blue,Blue,Blue,Headwear,840380378043,High Stepper Hat,32,16.0,SPCH126S14
SPCH126S14BZZ,Spring 2026,High Stepper Hat - Cream,White,Cream,Headwear,840380378050,High Stepper Hat,32,16.0,SPCH126S14
SPCH126S17AZZ,Spring 2026,CowPoke Hat - Brown,Brown,Brown,Headwear,840380378104,CowPoke Hat,32,16.0,SPCH126S17
SPCH126S18AZZ,Spring 2026,Cowpokes & Poets Hat - Tan,Tan,Tan,Headwear,840380378111,Cowpokes & Poets Hat,32,16.0,SPCH126S18
SPCH126S19AZZ,Spring 2026,La Cucaracha Hat - White,White,White,Headwear,840380378128,La Cucaracha Hat,32,16.0,SPCH126S19
SPCH126S20AZZ,Spring 2026,Train Waitin' Hat - Mustard,Yellow,Mustard,Headwear,840380378135,Train Waitin' Hat,32,16.0,SPCH126S20
SPCH126S21AZZ,Spring 2026,Cowboy Drawin' Hat - Cream/Maroon,Cream,Cream/Maroon,Headwear,840380378142,Cowboy Drawin' Hat,32,16.0,SPCH126S21
SPCH126S23AZZ,Spring 2026,Feed Mill Hat - Cream/Navy,White,Cream/Navy,Headwear,840380378159,Feed Mill Hat,32,16.0,SPCH126S23
SPCH126S23BZZ,Spring 2026,Feed Mill Hat - Maroon,Blue/Red,Maroon,Headwear,840380378166,Feed Mill Hat,32,16.0,SPCH126S23
SPCH126S24AZZ,Spring 2026,Good Neighbors Hat - Navy,Blue,Navy,Headwear,840380378173,Good Neighbors Hat,35,17.5,SPCH126S24
